MIT1002-mutant-library,MIT1002-used-for-model,ATCC27126_new,ATCC27126_old,HOT1A3_new,HOT1A3_old
MIT1002_01136,TK37_RS11365,MASE_RS05055,MASE_05085,ACZ81_RS05430,ACZ81_05435
MIT1002_01137,TK37_RS11370,MASE_RS05060,MASE_05090,ACZ81_RS05435,ACZ81_05440
MIT1002_01138,TK37_RS11375,MASE_RS05065,MASE_05095,ACZ81_RS05440,ACZ81_05445
MIT1002_01139,TK37_RS11380,MASE_RS05070,MASE_05100,ACZ81_RS05445,ACZ81_05450
MIT1002_01140,TK37_RS11385,MASE_RS05075,MASE_05105,ACZ81_RS05450,ACZ81_05455
MIT1002_01141,TK37_RS11390,MASE_RS05080,MASE_05110,ACZ81_RS05455,ACZ81_05460
MIT1002_01142,TK37_RS11395,MASE_RS05085,MASE_05115,ACZ81_RS05460,ACZ81_05465
MIT1002_01143,TK37_RS11400,MASE_RS05090,MASE_05120,ACZ81_RS05465,ACZ81_05470
MIT1002_01144,TK37_RS11405,MASE_RS05095,MASE_05125,ACZ81_RS05470,ACZ81_05475
MIT1002_01145,TK37_RS11410,MASE_RS05100,MASE_05130,ACZ81_RS05475,ACZ81_05480
MIT1002_01146,TK37_RS11415,MASE_RS05105,MASE_05135,ACZ81_RS05480,ACZ81_05485
MIT1002_01147,TK37_RS11420,MASE_RS05110,MASE_05140,ACZ81_RS05485,ACZ81_05490
MIT1002_01148,TK37_RS11425,MASE_RS05115,MASE_05145,ACZ81_RS05490,ACZ81_05495
MIT1002_01149,TK37_RS11430,MASE_RS05120,MASE_05150,ACZ81_RS05495,ACZ81_05500
MIT1002_01150,TK37_RS11435,MASE_RS05125,MASE_05155,ACZ81_RS05500,ACZ81_05505
MIT1002_01151,TK37_RS11440,MASE_RS05130,MASE_05160,ACZ81_RS05505,ACZ81_05510
MIT1002_01153,TK37_RS11445,MASE_RS05135,MASE_05165,ACZ81_RS05515,ACZ81_05515
MIT1002_01154,TK37_RS11450,MASE_RS05140,MASE_05170,ACZ81_RS05520,ACZ81_05520
MIT1002_01155,TK37_RS11455,MASE_RS05145,MASE_05175,ACZ81_RS05525,ACZ81_05525
MIT1002_01157,TK37_RS11465,MASE_RS05155,MASE_05185,ACZ81_RS05530,ACZ81_05530
MIT1002_01158,TK37_RS11470,MASE_RS05160,MASE_05190,ACZ81_RS05535,ACZ81_05535
MIT1002_01159,TK37_RS11475,MASE_RS05165,MASE_05195,ACZ81_RS05540,ACZ81_05540
MIT1002_01160,TK37_RS11480,MASE_RS05175,MASE_05205,ACZ81_RS05545,ACZ81_05545
MIT1002_01161,TK37_RS11485,MASE_RS05180,MASE_05210,ACZ81_RS05550,ACZ81_05550
MIT1002_01162,TK37_RS11490,MASE_RS05185,MASE_05215,ACZ81_RS05555,ACZ81_05555
MIT1002_01163,TK37_RS11495,MASE_RS05190,MASE_05220,ACZ81_RS05560,ACZ81_05560
MIT1002_01164,TK37_RS11500,MASE_RS05195,MASE_05225,ACZ81_RS05565,ACZ81_05565
MIT1002_01165,TK37_RS11505,MASE_RS05200,MASE_05230,ACZ81_RS05570,ACZ81_05570
MIT1002_01166,TK37_RS11510,MASE_RS05205,MASE_05235,ACZ81_RS05575,ACZ81_05575
MIT1002_01167,TK37_RS11515,MASE_RS05210,MASE_05240,ACZ81_RS05580,ACZ81_05580
MIT1002_01168,TK37_RS11520,MASE_RS05215,MASE_05245,ACZ81_RS05585,ACZ81_05585
MIT1002_01169,TK37_RS11525,MASE_RS05220,MASE_05250,ACZ81_RS05590,ACZ81_05590
MIT1002_01170,TK37_RS11530,MASE_RS05225,MASE_05255,ACZ81_RS05595,ACZ81_05595
MIT1002_01172,TK37_RS11535,MASE_RS05230,MASE_05260,ACZ81_RS05600,ACZ81_05600
MIT1002_01173,TK37_RS11540,MASE_RS05235,MASE_05265,ACZ81_RS05605,ACZ81_05605
MIT1002_01174,TK37_RS11545,MASE_RS05240,MASE_05270,ACZ81_RS05610,ACZ81_05610
MIT1002_01175,TK37_RS11550,MASE_RS05245,MASE_05275,ACZ81_RS05615,ACZ81_05615
MIT1002_01177,TK37_RS11560,MASE_RS05255,MASE_05280,ACZ81_RS05625,ACZ81_05625
MIT1002_01178,TK37_RS11565,MASE_RS05260,MASE_05285,ACZ81_RS05630,ACZ81_05630
MIT1002_01179,TK37_RS11570,MASE_RS05270,MASE_05295,ACZ81_RS05640,ACZ81_05640
MIT1002_01180,TK37_RS11575,MASE_RS05275,MASE_05300,ACZ81_RS05645,ACZ81_05645
MIT1002_01181,TK37_RS11580,MASE_RS05280,MASE_05305,ACZ81_RS05650,ACZ81_05650
MIT1002_01182,TK37_RS21605,MASE_RS05295,MASE_05320,ACZ81_RS05665,ACZ81_05665
MIT1002_01186,TK37_RS01225,MASE_RS05300,MASE_05325,ACZ81_RS05670,ACZ81_05670
MIT1002_01187,TK37_RS01230,MASE_RS05305,MASE_05330,ACZ81_RS05675,ACZ81_05675
MIT1002_01188,TK37_RS01235,MASE_RS05310,MASE_05335,ACZ81_RS05680,ACZ81_05680
MIT1002_01189,TK37_RS01240,MASE_RS05315,MASE_05340,ACZ81_RS05685,ACZ81_05685
MIT1002_01190,TK37_RS01245,MASE_RS05320,MASE_05345,ACZ81_RS05690,ACZ81_05690
MIT1002_01191,TK37_RS01250,MASE_RS05325,MASE_05350,ACZ81_RS05695,ACZ81_05695
MIT1002_01192,TK37_RS01255,MASE_RS05330,MASE_05355,ACZ81_RS05700,ACZ81_05700
MIT1002_01193,TK37_RS01260,MASE_RS05335,MASE_05360,ACZ81_RS05705,ACZ81_05705
MIT1002_01194,TK37_RS01265,MASE_RS05340,MASE_05365,ACZ81_RS05710,ACZ81_05710
MIT1002_01195,TK37_RS01270,MASE_RS05345,MASE_05370,ACZ81_RS05715,ACZ81_05715
MIT1002_01196,TK37_RS01275,MASE_RS05350,MASE_05375,ACZ81_RS05720,ACZ81_05720
MIT1002_01197,TK37_RS01280,MASE_RS05355,MASE_05380,ACZ81_RS05725,ACZ81_05725
MIT1002_01198,TK37_RS01285,MASE_RS05360,MASE_05385,ACZ81_RS05730,ACZ81_05730
MIT1002_01200,TK37_RS01295,MASE_RS05365,MASE_05390,ACZ81_RS05735,ACZ81_05735
MIT1002_01201,TK37_RS01300,MASE_RS05370,MASE_05395,ACZ81_RS05740,ACZ81_05740
MIT1002_01202,TK37_RS01305,MASE_RS05375,MASE_05400,ACZ81_RS05745,ACZ81_05745
MIT1002_01204,TK37_RS01315,MASE_RS05385,MASE_05410,ACZ81_RS05755,ACZ81_05755
MIT1002_01205,TK37_RS01320,MASE_RS05390,MASE_05415,ACZ81_RS05760,ACZ81_05760
MIT1002_01207,TK37_RS01330,MASE_RS05395,MASE_05420,ACZ81_RS05765,ACZ81_05765
MIT1002_01208,TK37_RS01335,MASE_RS05400,MASE_05425,ACZ81_RS05770,ACZ81_05770
MIT1002_01209,TK37_RS01340,MASE_RS05405,MASE_05430,ACZ81_RS05775,ACZ81_05775
MIT1002_01210,TK37_RS01345,MASE_RS05410,MASE_05435,ACZ81_RS05780,ACZ81_05780
MIT1002_01211,TK37_RS01350,MASE_RS05415,MASE_05440,ACZ81_RS05785,ACZ81_05785
MIT1002_01212,TK37_RS01355,MASE_RS05420,MASE_05445,ACZ81_RS05790,ACZ81_05790
MIT1002_01213,TK37_RS01360,MASE_RS05425,MASE_05450,ACZ81_RS05795,ACZ81_05795
MIT1002_01214,TK37_RS01365,MASE_RS05430,MASE_05455,ACZ81_RS05800,ACZ81_05800
MIT1002_01215,TK37_RS01370,MASE_RS05435,MASE_05460,ACZ81_RS05805,ACZ81_05805
MIT1002_01216,TK37_RS01375,MASE_RS05440,MASE_05465,ACZ81_RS05810,ACZ81_05810
MIT1002_01217,TK37_RS01380,MASE_RS05445,MASE_05470,ACZ81_RS05815,ACZ81_05815
MIT1002_01219,TK37_RS01385,MASE_RS05450,MASE_05475,ACZ81_RS05820,ACZ81_05820
MIT1002_01220,TK37_RS01390,MASE_RS05455,MASE_05480,ACZ81_RS05825,ACZ81_05825
MIT1002_01221,TK37_RS01395,MASE_RS05465,MASE_05485,ACZ81_RS05830,ACZ81_05830
MIT1002_01222,TK37_RS01400,MASE_RS05470,MASE_05490,ACZ81_RS05835,ACZ81_05835
MIT1002_01223,TK37_RS01405,MASE_RS05475,MASE_05495,ACZ81_RS05840,ACZ81_05840
MIT1002_01224,TK37_RS01410,MASE_RS05480,MASE_05500,ACZ81_RS05845,ACZ81_05845
MIT1002_01225,TK37_RS01415,MASE_RS05485,MASE_05505,ACZ81_RS05850,ACZ81_05850
MIT1002_01227,TK37_RS01420,MASE_RS05490,MASE_05515,ACZ81_RS05855,ACZ81_05855
MIT1002_01228,TK37_RS01425,MASE_RS05495,MASE_05520,ACZ81_RS05860,ACZ81_05860
MIT1002_01229,TK37_RS01430,MASE_RS05500,MASE_05525,ACZ81_RS05865,ACZ81_05865
MIT1002_01230,TK37_RS01435,MASE_RS05505,MASE_05530,ACZ81_RS05870,ACZ81_05870
MIT1002_01231,TK37_RS01440,MASE_RS05510,MASE_05535,ACZ81_RS05875,ACZ81_05875
MIT1002_01232,TK37_RS01445,MASE_RS05515,MASE_05540,ACZ81_RS05880,ACZ81_05880
MIT1002_01233,TK37_RS01450,MASE_RS05520,MASE_05545,ACZ81_RS05885,ACZ81_05885
MIT1002_01234,TK37_RS01455,MASE_RS05525,MASE_05550,ACZ81_RS05890,ACZ81_05890
MIT1002_01235,TK37_RS01460,MASE_RS05530,MASE_05555,ACZ81_RS05895,ACZ81_05895
MIT1002_01237,TK37_RS01470,MASE_RS05540,MASE_05570,ACZ81_RS05905,ACZ81_05905
MIT1002_01238,TK37_RS01475,MASE_RS05545,MASE_05575,ACZ81_RS05910,ACZ81_05910
MIT1002_01239,TK37_RS01480,MASE_RS05550,MASE_05580,ACZ81_RS05915,ACZ81_05915
MIT1002_01240,TK37_RS01485,MASE_RS05555,MASE_05585,ACZ81_RS05920,ACZ81_05920
MIT1002_01241,TK37_RS01490,MASE_RS05560,MASE_05590,ACZ81_RS05925,ACZ81_05925
MIT1002_01242,TK37_RS01495,MASE_RS05565,MASE_05595,ACZ81_RS05930,ACZ81_05930
MIT1002_01243,TK37_RS01500,MASE_RS05570,MASE_05600,ACZ81_RS05935,ACZ81_05935
MIT1002_01244,TK37_RS01505,MASE_RS05575,MASE_05605,ACZ81_RS05940,ACZ81_05940
MIT1002_01245,TK37_RS01510,MASE_RS05580,MASE_05610,ACZ81_RS05945,ACZ81_05945
MIT1002_01246,TK37_RS01515,MASE_RS05585,MASE_05615,ACZ81_RS05950,ACZ81_05950
MIT1002_01248,TK37_RS01520,MASE_RS05590,MASE_05620,ACZ81_RS05955,ACZ81_05955
MIT1002_01249,TK37_RS01525,MASE_RS05595,MASE_05625,ACZ81_RS05960,ACZ81_05960
MIT1002_01250,TK37_RS01530,MASE_RS05600,MASE_05630,ACZ81_RS05965,ACZ81_05965
MIT1002_01251,TK37_RS01535,MASE_RS05605,MASE_05635,ACZ81_RS05970,ACZ81_05970
MIT1002_01252,TK37_RS01540,MASE_RS05610,MASE_05640,ACZ81_RS05975,ACZ81_05975
MIT1002_01253,TK37_RS01545,MASE_RS05615,MASE_05645,ACZ81_RS05980,ACZ81_05980
MIT1002_01254,TK37_RS01550,MASE_RS05620,MASE_05650,ACZ81_RS05985,ACZ81_05985
MIT1002_01255,TK37_RS01555,MASE_RS19885,MASE_05655,ACZ81_RS05990,ACZ81_05990
MIT1002_01260,TK37_RS01580,MASE_RS05635,MASE_05660,ACZ81_RS06015,ACZ81_06015
MIT1002_01261,TK37_RS01585,MASE_RS05640,MASE_05665,ACZ81_RS06020,ACZ81_06020
MIT1002_01262,TK37_RS01590,MASE_RS05645,MASE_05670,ACZ81_RS06025,ACZ81_06025
MIT1002_01263,TK37_RS01595,MASE_RS05650,MASE_05675,ACZ81_RS06030,ACZ81_06030
MIT1002_01264,TK37_RS01600,MASE_RS05655,MASE_05680,ACZ81_RS06035,ACZ81_06035
MIT1002_01265,TK37_RS01605,MASE_RS05660,MASE_05685,ACZ81_RS06040,ACZ81_06040
MIT1002_01266,TK37_RS01610,MASE_RS05665,MASE_05690,ACZ81_RS06050,ACZ81_06050
MIT1002_01267,TK37_RS01615,MASE_RS05670,MASE_05695,ACZ81_RS06055,ACZ81_06055
MIT1002_01269,TK37_RS01625,MASE_RS05680,MASE_05705,ACZ81_RS06070,ACZ81_06070
MIT1002_01270,TK37_RS01630,MASE_RS05685,MASE_05710,ACZ81_RS06075,ACZ81_06075
MIT1002_01271,TK37_RS01635,MASE_RS05690,MASE_05715,ACZ81_RS06080,ACZ81_06080
MIT1002_01273,TK37_RS01645,MASE_RS05700,MASE_05730,ACZ81_RS06090,ACZ81_06090
MIT1002_01274,TK37_RS01650,MASE_RS05705,MASE_05735,ACZ81_RS06095,ACZ81_06095
MIT1002_01275,TK37_RS01655,MASE_RS05710,MASE_05740,ACZ81_RS06100,ACZ81_06100
MIT1002_01276,TK37_RS01660,MASE_RS05715,MASE_05745,ACZ81_RS06105,ACZ81_06105
MIT1002_01277,TK37_RS01665,MASE_RS05720,MASE_05750,ACZ81_RS06110,ACZ81_06110
MIT1002_01278,TK37_RS01670,MASE_RS05725,MASE_05755,ACZ81_RS06115,ACZ81_06115
MIT1002_01279,TK37_RS01675,MASE_RS05730,MASE_05760,ACZ81_RS06120,ACZ81_06120
MIT1002_01280,TK37_RS01680,MASE_RS05735,MASE_05765,ACZ81_RS06125,ACZ81_06125
MIT1002_01281,TK37_RS01685,MASE_RS05740,MASE_05770,ACZ81_RS06130,ACZ81_06130
MIT1002_01282,TK37_RS01690,MASE_RS05745,MASE_05775,ACZ81_RS06135,ACZ81_06135
MIT1002_01283,TK37_RS01695,MASE_RS05750,MASE_05780,ACZ81_RS06140,ACZ81_06140
MIT1002_01284,TK37_RS01700,MASE_RS05755,MASE_05785,ACZ81_RS06145,ACZ81_06145
MIT1002_01285,TK37_RS01705,MASE_RS05760,MASE_05790,ACZ81_RS06150,ACZ81_06150
MIT1002_01286,TK37_RS01710,MASE_RS05765,MASE_05795,ACZ81_RS06155,ACZ81_06155
MIT1002_01287,TK37_RS01715,MASE_RS05770,MASE_05800,ACZ81_RS06160,ACZ81_06160
MIT1002_01290,TK37_RS01730,MASE_RS05775,MASE_05815,ACZ81_RS06165,ACZ81_06165
MIT1002_01291,TK37_RS01735,MASE_RS05780,MASE_05820,ACZ81_RS06170,ACZ81_06170
MIT1002_01292,TK37_RS01740,MASE_RS05785,MASE_05825,ACZ81_RS06175,ACZ81_06175
MIT1002_01293,TK37_RS01745,MASE_RS05790,MASE_05830,ACZ81_RS06180,ACZ81_06180
MIT1002_01294,TK37_RS01750,MASE_RS05795,MASE_05835,ACZ81_RS06185,ACZ81_06185
MIT1002_01295,TK37_RS01755,MASE_RS05800,MASE_05840,ACZ81_RS06190,ACZ81_06190
MIT1002_01296,TK37_RS01760,MASE_RS05805,MASE_05845,ACZ81_RS06195,ACZ81_06195
MIT1002_01297,TK37_RS01765,MASE_RS05810,MASE_05850,ACZ81_RS06200,ACZ81_06200
MIT1002_01298,TK37_RS01770,MASE_RS05815,MASE_05855,ACZ81_RS06205,ACZ81_06205
MIT1002_01299,TK37_RS01775,MASE_RS05820,MASE_05865,ACZ81_RS06210,ACZ81_06210
MIT1002_01300,TK37_RS01780,MASE_RS05825,MASE_05870,ACZ81_RS06215,ACZ81_06215
MIT1002_01301,TK37_RS01785,MASE_RS05830,MASE_05875,ACZ81_RS06220,ACZ81_06220
MIT1002_01302,TK37_RS01790,MASE_RS05835,MASE_05880,ACZ81_RS06225,ACZ81_06225
MIT1002_01303,TK37_RS01795,MASE_RS05840,MASE_05885,ACZ81_RS06230,ACZ81_06230
MIT1002_01304,TK37_RS01800,MASE_RS05845,MASE_05890,ACZ81_RS06235,ACZ81_06235
MIT1002_01305,TK37_RS01805,MASE_RS05850,MASE_05895,ACZ81_RS06240,ACZ81_06240
MIT1002_01306,TK37_RS01810,MASE_RS05855,MASE_05900,ACZ81_RS06245,ACZ81_06245
MIT1002_01307,TK37_RS01815,MASE_RS05860,MASE_05905,ACZ81_RS06250,ACZ81_06250
MIT1002_01308,TK37_RS01820,MASE_RS05865,MASE_05910,ACZ81_RS06255,ACZ81_06255
MIT1002_01309,TK37_RS01825,MASE_RS05870,MASE_05915,ACZ81_RS06260,ACZ81_06260
MIT1002_01310,TK37_RS01830,MASE_RS05875,MASE_05920,ACZ81_RS06265,ACZ81_06265
MIT1002_01311,TK37_RS01835,MASE_RS05880,MASE_05925,ACZ81_RS06270,ACZ81_06270
MIT1002_01312,TK37_RS01840,MASE_RS05885,MASE_05930,ACZ81_RS06275,ACZ81_06275
MIT1002_01313,TK37_RS01845,MASE_RS05890,MASE_05935,ACZ81_RS06280,ACZ81_06280
MIT1002_01314,TK37_RS01850,MASE_RS05895,MASE_05940,ACZ81_RS06285,ACZ81_06285
MIT1002_01315,TK37_RS01855,MASE_RS05900,MASE_05945,ACZ81_RS06290,ACZ81_06290
MIT1002_01316,TK37_RS01860,MASE_RS05930,MASE_05975,ACZ81_RS06320,ACZ81_06320
MIT1002_01317,TK37_RS01865,MASE_RS05935,MASE_05980,ACZ81_RS06325,ACZ81_06325
MIT1002_01318,TK37_RS01870,MASE_RS05940,MASE_05985,ACZ81_RS06330,ACZ81_06330
MIT1002_01319,TK37_RS01875,MASE_RS05945,MASE_05990,ACZ81_RS06335,ACZ81_06335
MIT1002_01320,TK37_RS01880,MASE_RS19805,MASE_05995,ACZ81_RS06340,ACZ81_06340
MIT1002_01321,TK37_RS01885,MASE_RS05960,MASE_06005,ACZ81_RS06345,ACZ81_06345
MIT1002_01322,TK37_RS01890,MASE_RS05970,MASE_06015,ACZ81_RS06350,ACZ81_06350
MIT1002_01323,TK37_RS01895,MASE_RS05975,MASE_06020,ACZ81_RS06355,ACZ81_06355
MIT1002_01324,TK37_RS01900,MASE_RS05980,MASE_06025,ACZ81_RS06360,ACZ81_06360
MIT1002_01325,TK37_RS01905,MASE_RS05985,MASE_06030,ACZ81_RS06365,ACZ81_06365
MIT1002_01326,TK37_RS01910,MASE_RS05990,MASE_06035,ACZ81_RS06370,ACZ81_06370
MIT1002_01327,TK37_RS01915,MASE_RS05995,MASE_06040,ACZ81_RS06375,ACZ81_06375
MIT1002_01328,TK37_RS01920,MASE_RS06000,MASE_06045,ACZ81_RS06380,ACZ81_06380
MIT1002_01329,TK37_RS01925,MASE_RS06005,MASE_06050,ACZ81_RS06385,ACZ81_06385
MIT1002_01330,TK37_RS01930,MASE_RS06010,MASE_06055,ACZ81_RS06390,ACZ81_06390
MIT1002_01331,TK37_RS01935,MASE_RS06015,MASE_06060,ACZ81_RS06395,ACZ81_06395
MIT1002_01332,TK37_RS01940,MASE_RS06020,MASE_06065,ACZ81_RS06400,ACZ81_06400
MIT1002_01333,TK37_RS01945,MASE_RS06025,MASE_06070,ACZ81_RS06405,ACZ81_06405
MIT1002_01334,TK37_RS01950,MASE_RS06030,MASE_06075,ACZ81_RS06410,ACZ81_06410
MIT1002_01335,TK37_RS01955,MASE_RS06035,MASE_06080,ACZ81_RS06415,ACZ81_06415
MIT1002_01336,TK37_RS01960,MASE_RS06040,MASE_06085,ACZ81_RS06420,ACZ81_06420
MIT1002_01337,TK37_RS01965,MASE_RS06045,MASE_06090,ACZ81_RS06425,ACZ81_06425
MIT1002_01338,TK37_RS01970,MASE_RS06050,MASE_06095,ACZ81_RS06430,ACZ81_06430
MIT1002_01339,TK37_RS01975,MASE_RS06055,MASE_06100,ACZ81_RS06435,ACZ81_06435
MIT1002_01340,TK37_RS01980,MASE_RS06060,MASE_06105,ACZ81_RS06440,ACZ81_06440
MIT1002_01344,TK37_RS02000,MASE_RS06075,MASE_06110,ACZ81_RS06460,ACZ81_06460
MIT1002_01346,TK37_RS02010,MASE_RS06085,MASE_06115,ACZ81_RS06495,ACZ81_06495
MIT1002_01347,TK37_RS02015,MASE_RS06090,MASE_06120,ACZ81_RS06500,ACZ81_06500
MIT1002_01348,TK37_RS02020,MASE_RS06095,MASE_06125,ACZ81_RS06505,ACZ81_06505
MIT1002_01349,TK37_RS02025,MASE_RS06100,MASE_06130,ACZ81_RS06510,ACZ81_06510
MIT1002_01351,TK37_RS02035,MASE_RS06105,MASE_06135,ACZ81_RS06520,ACZ81_06520
MIT1002_01352,TK37_RS02040,MASE_RS06110,MASE_06140,ACZ81_RS06525,ACZ81_06525
MIT1002_01353,TK37_RS02050,MASE_RS06115,MASE_06145,ACZ81_RS06530,ACZ81_06530
MIT1002_01354,TK37_RS02055,MASE_RS06120,MASE_06150,ACZ81_RS06535,ACZ81_06535
MIT1002_01355,TK37_RS02060,MASE_RS06125,MASE_06155,ACZ81_RS06540,ACZ81_06540
MIT1002_01356,TK37_RS02065,MASE_RS06130,MASE_06160,ACZ81_RS06545,ACZ81_06545
MIT1002_01357,TK37_RS02070,MASE_RS06135,MASE_06165,ACZ81_RS06550,ACZ81_06550
MIT1002_01358,TK37_RS02075,MASE_RS06140,MASE_06170,ACZ81_RS06555,ACZ81_06555
MIT1002_01359,TK37_RS02080,MASE_RS06145,MASE_06175,ACZ81_RS06560,ACZ81_06560
MIT1002_01360,TK37_RS02085,MASE_RS06150,MASE_06180,ACZ81_RS06565,ACZ81_06565
MIT1002_01361,TK37_RS02090,MASE_RS06155,MASE_06185,ACZ81_RS06570,ACZ81_06570
MIT1002_01362,TK37_RS02095,MASE_RS06160,MASE_06190,ACZ81_RS06575,ACZ81_06575
MIT1002_01363,TK37_RS02100,MASE_RS06165,MASE_06195,ACZ81_RS06585,ACZ81_06585
MIT1002_01364,TK37_RS02105,MASE_RS06170,MASE_06200,ACZ81_RS06590,ACZ81_06590
MIT1002_01365,TK37_RS02110,MASE_RS06175,MASE_06205,ACZ81_RS06595,ACZ81_06595
MIT1002_01366,TK37_RS02115,MASE_RS06180,MASE_06210,ACZ81_RS06600,ACZ81_06600
MIT1002_01367,TK37_RS02120,MASE_RS06185,MASE_06215,ACZ81_RS06605,ACZ81_06605
MIT1002_01368,TK37_RS02125,MASE_RS06190,MASE_06220,ACZ81_RS06610,ACZ81_06610
MIT1002_01369,TK37_RS02130,MASE_RS06195,MASE_06225,ACZ81_RS06615,ACZ81_06615
MIT1002_01370,TK37_RS02135,MASE_RS06200,MASE_06230,ACZ81_RS06620,ACZ81_06620
MIT1002_01371,TK37_RS02140,MASE_RS06205,MASE_06235,ACZ81_RS06625,ACZ81_06625
MIT1002_01372,TK37_RS02145,MASE_RS06210,MASE_06240,ACZ81_RS06630,ACZ81_06630
MIT1002_01373,TK37_RS02150,MASE_RS06215,MASE_06245,ACZ81_RS06635,ACZ81_06635
MIT1002_01374,TK37_RS02155,MASE_RS06220,MASE_06250,ACZ81_RS06640,ACZ81_06640
MIT1002_01375,TK37_RS02160,MASE_RS06225,MASE_06255,ACZ81_RS06645,ACZ81_06645
MIT1002_01376,TK37_RS02165,MASE_RS06230,MASE_06260,ACZ81_RS06650,ACZ81_06650
MIT1002_01377,TK37_RS02170,MASE_RS06235,MASE_06265,ACZ81_RS06655,ACZ81_06655
MIT1002_01378,TK37_RS02175,MASE_RS06240,MASE_06270,ACZ81_RS06660,ACZ81_06660
MIT1002_01379,TK37_RS02180,MASE_RS06245,MASE_06275,ACZ81_RS06665,ACZ81_06665
MIT1002_01380,TK37_RS02185,MASE_RS06250,MASE_06280,ACZ81_RS06670,ACZ81_06670
MIT1002_01381,TK37_RS02190,MASE_RS06255,MASE_06285,ACZ81_RS06675,ACZ81_06675
MIT1002_01382,TK37_RS02195,MASE_RS06260,MASE_06290,ACZ81_RS06680,ACZ81_06680
MIT1002_01383,TK37_RS02200,MASE_RS06265,MASE_06295,ACZ81_RS06685,ACZ81_06685
MIT1002_01384,TK37_RS02205,MASE_RS06270,MASE_06300,ACZ81_RS06690,ACZ81_06690
MIT1002_01385,TK37_RS02210,MASE_RS06275,MASE_06305,ACZ81_RS06695,ACZ81_06695
MIT1002_01386,TK37_RS02215,MASE_RS06280,MASE_06310,ACZ81_RS06700,ACZ81_06700
MIT1002_01387,TK37_RS02220,MASE_RS06285,MASE_06315,ACZ81_RS06705,ACZ81_06705
MIT1002_01388,TK37_RS02225,MASE_RS06290,MASE_06320,ACZ81_RS06710,ACZ81_06710
MIT1002_01389,TK37_RS02230,MASE_RS06295,MASE_06325,ACZ81_RS06715,ACZ81_06715
MIT1002_01390,TK37_RS02235,MASE_RS06300,MASE_06330,ACZ81_RS06720,ACZ81_06720
MIT1002_01391,TK37_RS02240,MASE_RS06305,MASE_06335,ACZ81_RS06725,ACZ81_06725
MIT1002_01392,TK37_RS02245,MASE_RS06310,MASE_06340,ACZ81_RS06730,ACZ81_06730
MIT1002_01393,TK37_RS02250,MASE_RS06315,MASE_06345,ACZ81_RS06735,ACZ81_06735
MIT1002_01394,TK37_RS02255,MASE_RS06320,MASE_06350,ACZ81_RS06740,ACZ81_06740
MIT1002_01395,TK37_RS02265,MASE_RS06325,MASE_06355,ACZ81_RS06750,ACZ81_06750
MIT1002_01396,TK37_RS02270,MASE_RS06330,MASE_06360,ACZ81_RS06755,ACZ81_06755
MIT1002_01397,TK37_RS02275,MASE_RS06335,MASE_06365,ACZ81_RS06760,ACZ81_06760
MIT1002_01402,TK37_RS20380,MASE_RS06345,MASE_06370,ACZ81_RS06785,ACZ81_06785
MIT1002_01408,TK37_RS07325,MASE_RS06365,MASE_06375,ACZ81_RS06815,ACZ81_06815
MIT1002_01411,TK37_RS07310,MASE_RS06380,MASE_06390,ACZ81_RS06825,ACZ81_06825
MIT1002_01412,TK37_RS07305,MASE_RS06385,MASE_06395,ACZ81_RS06830,ACZ81_06830
MIT1002_01414,TK37_RS07300,MASE_RS06390,MASE_06400,ACZ81_RS06835,ACZ81_06835
MIT1002_01415,TK37_RS07295,MASE_RS06395,MASE_06405,ACZ81_RS06840,ACZ81_06840
MIT1002_01416,TK37_RS07290,MASE_RS06400,MASE_06410,ACZ81_RS06845,ACZ81_06845
MIT1002_01417,TK37_RS07285,MASE_RS06405,MASE_06415,ACZ81_RS06850,ACZ81_06850
MIT1002_01418,TK37_RS07280,MASE_RS06410,MASE_06420,ACZ81_RS06855,ACZ81_06855
MIT1002_01419,TK37_RS07275,MASE_RS06415,MASE_06425,ACZ81_RS06860,ACZ81_06860
MIT1002_01420,TK37_RS07270,MASE_RS06420,MASE_06430,ACZ81_RS06865,ACZ81_06865
MIT1002_01421,TK37_RS07265,MASE_RS06425,MASE_06435,ACZ81_RS06870,ACZ81_06870
MIT1002_01422,TK37_RS07260,MASE_RS06430,MASE_06440,ACZ81_RS06875,ACZ81_06875
MIT1002_01423,TK37_RS07255,MASE_RS06435,MASE_06445,ACZ81_RS06880,ACZ81_06880
MIT1002_01424,TK37_RS07250,MASE_RS06440,MASE_06450,ACZ81_RS06885,ACZ81_06885
MIT1002_01425,TK37_RS07245,MASE_RS06445,MASE_06455,ACZ81_RS06890,ACZ81_06890
MIT1002_01426,TK37_RS07240,MASE_RS06450,MASE_06460,ACZ81_RS06895,ACZ81_06895
MIT1002_01427,TK37_RS07235,MASE_RS06455,MASE_06465,ACZ81_RS06900,ACZ81_06900
MIT1002_01428,TK37_RS07230,MASE_RS06460,MASE_06470,ACZ81_RS06905,ACZ81_06905
MIT1002_01429,TK37_RS07225,MASE_RS06465,MASE_06475,ACZ81_RS06910,ACZ81_06910
MIT1002_01430,TK37_RS07220,MASE_RS06470,MASE_06480,ACZ81_RS06915,ACZ81_06915
MIT1002_01432,TK37_RS07210,MASE_RS06480,MASE_06495,ACZ81_RS06925,ACZ81_06925
MIT1002_01433,TK37_RS07205,MASE_RS06485,MASE_06500,ACZ81_RS06930,ACZ81_06930
